id,n,v_1,v_2,v_3,v_4,v_5,k,r,seed,gens,algorithm,kind
204,5,0.9990841044966379,0.2196479105213669,0.1592370069643183,0.7608713011021457,0.8513853262934397,2,75,8996026,250,CMAES,p
205,5,0.9990841044966379,0.2196479105213669,0.1592370069643183,0.7608713011021457,0.8513853262934397,2,75,9001963,250,CMAES,p
206,5,0.9990841044966379,0.2196479105213669,0.1592370069643183,0.7608713011021457,0.8513853262934397,2,75,9555957,250,CMAES,p
207,5,0.9990841044966379,0.2196479105213669,0.1592370069643183,0.7608713011021457,0.8513853262934397,2,75,9809859,250,CMAES,p
208,5,0.9990841044966379,0.2196479105213669,0.1592370069643183,0.7608713011021457,0.8513853262934397,2,75,9869527,250,CMAES,p
209,5,0.9990841044966379,0.2196479105213669,0.1592370069643183,0.7608713011021457,0.8513853262934397,2,75,9926156,250,CMAES,p
210,5,0.9990841044966379,0.2196479105213669,0.1592370069643183,0.7608713011021457,0.8513853262934397,2,75,9962042,250,CMAES,p
211,5,0.9990841044966379,0.2196479105213669,0.1592370069643183,0.7608713011021457,0.8513853262934397,2,125,460591,250,CMAES,p
212,5,0.9990841044966379,0.2196479105213669,0.1592370069643183,0.7608713011021457,0.8513853262934397,2,125,768387,250,CMAES,p
213,5,0.9990841044966379,0.2196479105213669,0.1592370069643183,0.7608713011021457,0.8513853262934397,2,125,948039,250,CMAES,p
214,5,0.9990841044966379,0.2196479105213669,0.1592370069643183,0.7608713011021457,0.8513853262934397,2,125,1115242,250,CMAES,p
215,5,0.9990841044966379,0.2196479105213669,0.1592370069643183,0.7608713011021457,0.8513853262934397,2,125,1187090,250,CMAES,p
216,5,0.9990841044966379,0.2196479105213669,0.1592370069643183,0.7608713011021457,0.8513853262934397,2,125,1552725,250,CMAES,p
217,5,0.9990841044966379,0.2196479105213669,0.1592370069643183,0.7608713011021457,0.8513853262934397,2,125,1813704,250,CMAES,p
218,5,0.9990841044966379,0.2196479105213669,0.1592370069643183,0.7608713011021457,0.8513853262934397,2,125,2259964,250,CMAES,p
219,5,0.9990841044966379,0.2196479105213669,0.1592370069643183,0.7608713011021457,0.8513853262934397,2,125,2422921,250,CMAES,p
220,5,0.9990841044966379,0.2196479105213669,0.1592370069643183,0.7608713011021457,0.8513853262934397,2,125,3488656,250,CMAES,p
221,5,0.9990841044966379,0.2196479105213669,0.1592370069643183,0.7608713011021457,0.8513853262934397,2,125,3648721,250,CMAES,p
222,5,0.9990841044966379,0.2196479105213669,0.1592370069643183,0.7608713011021457,0.8513853262934397,2,125,3679669,250,CMAES,p
223,5,0.9990841044966379,0.2196479105213669,0.1592370069643183,0.7608713011021457,0.8513853262934397,2,125,3901933,250,CMAES,p
224,5,0.9990841044966379,0.2196479105213669,0.1592370069643183,0.7608713011021457,0.8513853262934397,2,125,5560785,250,CMAES,p
225,5,0.9990841044966379,0.2196479105213669,0.1592370069643183,0.7608713011021457,0.8513853262934397,2,125,5692317,250,CMAES,p
226,5,0.9990841044966379,0.2196479105213669,0.1592370069643183,0.7608713011021457,0.8513853262934397,2,125,6016665,250,CMAES,p
227,5,0.9990841044966379,0.2196479105213669,0.1592370069643183,0.7608713011021457,0.8513853262934397,2,125,6335549,250,CMAES,p
228,5,0.9990841044966379,0.2196479105213669,0.1592370069643183,0.7608713011021457,0.8513853262934397,2,125,6387322,250,CMAES,p
229,5,0.9990841044966379,0.2196479105213669,0.1592370069643183,0.7608713011021457,0.8513853262934397,2,125,7588418,250,CMAES,p
230,5,0.9990841044966379,0.2196479105213669,0.1592370069643183,0.7608713011021457,0.8513853262934397,2,125,7822578,250,CMAES,p
231,5,0.9990841044966379,0.2196479105213669,0.1592370069643183,0.7608713011021457,0.8513853262934397,2,125,7913248,250,CMAES,p
232,5,0.9990841044966379,0.2196479105213669,0.1592370069643183,0.7608713011021457,0.8513853262934397,2,125,8597652,250,CMAES,p
233,5,0.9990841044966379,0.2196479105213669,0.1592370069643183,0.7608713011021457,0.8513853262934397,2,125,8805269,250,CMAES,p
234,5,0.9990841044966379,0.2196479105213669,0.1592370069643183,0.7608713011021457,0.8513853262934397,2,125,8996026,250,CMAES,p
235,5,0.9990841044966379,0.2196479105213669,0.1592370069643183,0.7608713011021457,0.8513853262934397,2,125,9001963,250,CMAES,p
236,5,0.9990841044966379,0.2196479105213669,0.1592370069643183,0.7608713011021457,0.8513853262934397,2,125,9555957,250,CMAES,p
237,5,0.9990841044966379,0.2196479105213669,0.1592370069643183,0.7608713011021457,0.8513853262934397,2,125,9809859,250,CMAES,p
238,5,0.9990841044966379,0.2196479105213669,0.1592370069643183,0.7608713011021457,0.8513853262934397,2,125,9869527,250,CMAES,p
239,5,0.9990841044966379,0.2196479105213669,0.1592370069643183,0.7608713011021457,0.8513853262934397,2,125,9926156,250,CMAES,p
240,5,0.9990841044966379,0.2196479105213669,0.1592370069643183,0.7608713011021457,0.8513853262934397,2,125,9962042,250,CMAES,p
241,5,0.5462491563061158,-0.10068357262268468,0.6027915688719194,-0.29350042748625027,0.50260054400962,2,75,460591,250,CMAES,p
242,5,0.5462491563061158,-0.10068357262268468,0.6027915688719194,-0.29350042748625027,0.50260054400962,2,75,768387,250,CMAES,p
243,5,0.5462491563061158,-0.10068357262268468,0.6027915688719194,-0.29350042748625027,0.50260054400962,2,75,948039,250,CMAES,p
244,5,0.5462491563061158,-0.10068357262268468,0.6027915688719194,-0.29350042748625027,0.50260054400962,2,75,1115242,250,CMAES,p
245,5,0.5462491563061158,-0.10068357262268468,0.6027915688719194,-0.29350042748625027,0.50260054400962,2,75,1187090,250,CMAES,p
246,5,0.5462491563061158,-0.10068357262268468,0.6027915688719194,-0.29350042748625027,0.50260054400962,2,75,1552725,250,CMAES,p
247,5,0.5462491563061158,-0.10068357262268468,0.6027915688719194,-0.29350042748625027,0.50260054400962,2,75,1813704,250,CMAES,p
248,5,0.5462491563061158,-0.10068357262268468,0.6027915688719194,-0.29350042748625027,0.50260054400962,2,75,2259964,250,CMAES,p
249,5,0.5462491563061158,-0.10068357262268468,0.6027915688719194,-0.29350042748625027,0.50260054400962,2,75,2422921,250,CMAES,p
250,5,0.5462491563061158,-0.10068357262268468,0.6027915688719194,-0.29350042748625027,0.50260054400962,2,75,3488656,250,CMAES,p
251,5,0.5462491563061158,-0.10068357262268468,0.6027915688719194,-0.29350042748625027,0.50260054400962,2,75,3648721,250,CMAES,p
252,5,0.5462491563061158,-0.10068357262268468,0.6027915688719194,-0.29350042748625027,0.50260054400962,2,75,3679669,250,CMAES,p
253,5,0.5462491563061158,-0.10068357262268468,0.6027915688719194,-0.29350042748625027,0.50260054400962,2,75,3901933,250,CMAES,p
254,5,0.5462491563061158,-0.10068357262268468,0.6027915688719194,-0.29350042748625027,0.50260054400962,2,75,5560785,250,CMAES,p
255,5,0.5462491563061158,-0.10068357262268468,0.6027915688719194,-0.29350042748625027,0.50260054400962,2,75,5692317,250,CMAES,p
256,5,0.5462491563061158,-0.10068357262268468,0.6027915688719194,-0.29350042748625027,0.50260054400962,2,75,6016665,250,CMAES,p
257,5,0.5462491563061158,-0.10068357262268468,0.6027915688719194,-0.29350042748625027,0.50260054400962,2,75,6335549,250,CMAES,p
258,5,0.5462491563061158,-0.10068357262268468,0.6027915688719194,-0.29350042748625027,0.50260054400962,2,75,6387322,250,CMAES,p
259,5,0.5462491563061158,-0.10068357262268468,0.6027915688719194,-0.29350042748625027,0.50260054400962,2,75,7588418,250,CMAES,p
260,5,0.5462491563061158,-0.10068357262268468,0.6027915688719194,-0.29350042748625027,0.50260054400962,2,75,7822578,250,CMAES,p
261,5,0.5462491563061158,-0.10068357262268468,0.6027915688719194,-0.29350042748625027,0.50260054400962,2,75,7913248,250,CMAES,p
262,5,0.5462491563061158,-0.10068357262268468,0.6027915688719194,-0.29350042748625027,0.50260054400962,2,75,8597652,250,CMAES,p
263,5,0.5462491563061158,-0.10068357262268468,0.6027915688719194,-0.29350042748625027,0.50260054400962,2,75,8805269,250,CMAES,p
264,5,0.5462491563061158,-0.10068357262268468,0.6027915688719194,-0.29350042748625027,0.50260054400962,2,75,8996026,250,CMAES,p
265,5,0.5462491563061158,-0.10068357262268468,0.6027915688719194,-0.29350042748625027,0.50260054400962,2,75,9001963,250,CMAES,p
266,5,0.5462491563061158,-0.10068357262268468,0.6027915688719194,-0.29350042748625027,0.50260054400962,2,75,9555957,250,CMAES,p
267,5,0.5462491563061158,-0.10068357262268468,0.6027915688719194,-0.29350042748625027,0.50260054400962,2,75,9809859,250,CMAES,p
268,5,0.5462491563061158,-0.10068357262268468,0.6027915688719194,-0.29350042748625027,0.50260054400962,2,75,9869527,250,CMAES,p
269,5,0.5462491563061158,-0.10068357262268468,0.6027915688719194,-0.29350042748625027,0.50260054400962,2,75,9926156,250,CMAES,p
270,5,0.5462491563061158,-0.10068357262268468,0.6027915688719194,-0.29350042748625027,0.50260054400962,2,75,9962042,250,CMAES,p
271,5,0.5462491563061158,-0.10068357262268468,0.6027915688719194,-0.29350042748625027,0.50260054400962,2,125,460591,250,CMAES,p
272,5,0.5462491563061158,-0.10068357262268468,0.6027915688719194,-0.29350042748625027,0.50260054400962,2,125,768387,250,CMAES,p
273,5,0.5462491563061158,-0.10068357262268468,0.6027915688719194,-0.29350042748625027,0.50260054400962,2,125,948039,250,CMAES,p
274,5,0.5462491563061158,-0.10068357262268468,0.6027915688719194,-0.29350042748625027,0.50260054400962,2,125,1115242,250,CMAES,p
275,5,0.5462491563061158,-0.10068357262268468,0.6027915688719194,-0.29350042748625027,0.50260054400962,2,125,1187090,250,CMAES,p
276,5,0.5462491563061158,-0.10068357262268468,0.6027915688719194,-0.29350042748625027,0.50260054400962,2,125,1552725,250,CMAES,p
277,5,0.5462491563061158,-0.10068357262268468,0.6027915688719194,-0.29350042748625027,0.50260054400962,2,125,1813704,250,CMAES,p
278,5,0.5462491563061158,-0.10068357262268468,0.6027915688719194,-0.29350042748625027,0.50260054400962,2,125,2259964,250,CMAES,p
279,5,0.5462491563061158,-0.10068357262268468,0.6027915688719194,-0.29350042748625027,0.50260054400962,2,125,2422921,250,CMAES,p
280,5,0.5462491563061158,-0.10068357262268468,0.6027915688719194,-0.29350042748625027,0.50260054400962,2,125,3488656,250,CMAES,p
281,5,0.5462491563061158,-0.10068357262268468,0.6027915688719194,-0.29350042748625027,0.50260054400962,2,125,3648721,250,CMAES,p
282,5,0.5462491563061158,-0.10068357262268468,0.6027915688719194,-0.29350042748625027,0.50260054400962,2,125,3679669,250,CMAES,p
283,5,0.5462491563061158,-0.10068357262268468,0.6027915688719194,-0.29350042748625027,0.50260054400962,2,125,3901933,250,CMAES,p
284,5,0.5462491563061158,-0.10068357262268468,0.6027915688719194,-0.29350042748625027,0.50260054400962,2,125,5560785,250,CMAES,p
285,5,0.5462491563061158,-0.10068357262268468,0.6027915688719194,-0.29350042748625027,0.50260054400962,2,125,5692317,250,CMAES,p
286,5,0.5462491563061158,-0.10068357262268468,0.6027915688719194,-0.29350042748625027,0.50260054400962,2,125,6016665,250,CMAES,p
287,5,0.5462491563061158,-0.10068357262268468,0.6027915688719194,-0.29350042748625027,0.50260054400962,2,125,6335549,250,CMAES,p
288,5,0.5462491563061158,-0.10068357262268468,0.6027915688719194,-0.29350042748625027,0.50260054400962,2,125,6387322,250,CMAES,p
289,5,0.5462491563061158,-0.10068357262268468,0.6027915688719194,-0.29350042748625027,0.50260054400962,2,125,7588418,250,CMAES,p
290,5,0.5462491563061158,-0.10068357262268468,0.6027915688719194,-0.29350042748625027,0.50260054400962,2,125,7822578,250,CMAES,p
291,5,0.5462491563061158,-0.10068357262268468,0.6027915688719194,-0.29350042748625027,0.50260054400962,2,125,7913248,250,CMAES,p
292,5,0.5462491563061158,-0.10068357262268468,0.6027915688719194,-0.29350042748625027,0.50260054400962,2,125,8597652,250,CMAES,p
293,5,0.5462491563061158,-0.10068357262268468,0.6027915688719194,-0.29350042748625027,0.50260054400962,2,125,8805269,250,CMAES,p
294,5,0.5462491563061158,-0.10068357262268468,0.6027915688719194,-0.29350042748625027,0.50260054400962,2,125,8996026,250,CMAES,p
295,5,0.5462491563061158,-0.10068357262268468,0.6027915688719194,-0.29350042748625027,0.50260054400962,2,125,9001963,250,CMAES,p
296,5,0.5462491563061158,-0.10068357262268468,0.6027915688719194,-0.29350042748625027,0.50260054400962,2,125,9555957,250,CMAES,p
297,5,0.5462491563061158,-0.10068357262268468,0.6027915688719194,-0.29350042748625027,0.50260054400962,2,125,9809859,250,CMAES,p
298,5,0.5462491563061158,-0.10068357262268468,0.6027915688719194,-0.29350042748625027,0.50260054400962,2,125,9869527,250,CMAES,p
299,5,0.5462491563061158,-0.10068357262268468,0.6027915688719194,-0.29350042748625027,0.50260054400962,2,125,9926156,250,CMAES,p
300,5,0.5462491563061158,-0.10068357262268468,0.6027915688719194,-0.29350042748625027,0.50260054400962,2,125,9962042,250,CMAES,p
